Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q9EPX2	PPN_MOUSE	reviewed	Papilin	Papln	Mus musculus (Mouse)	1280
Q9JHK0	PR2A1_MOUSE	reviewed	Prolactin-2A1 (Placental prolactin-like protein M) (PLP-M) (PRL-like protein M)	Prl2a1 Prlpm	Mus musculus (Mouse)	228
P04095	PR2C2_MOUSE	reviewed	Prolactin-2C2 (Mitogen-regulated protein 1) (Proliferin-1)	Prl2c2 Mrp1 Plf Plf1	Mus musculus (Mouse)	224
Q8CGZ9	PR7B1_MOUSE	reviewed	Prolactin-7B1 (Placental prolactin-like protein N) (PLP-N) (PRL-like protein N)	Prl7b1 Prlpn	Mus musculus (Mouse)	251
Q9DAS4	PR8A8_MOUSE	reviewed	Prolactin-8A8 (Placental prolactin-like protein C3) (PLP-C3) (PRL-like protein C3) (Prolactin-like protein C-gamma) (PLP C-gamma)	Prl8a8 Prlpc3	Mus musculus (Mouse)	241
Q9JM99	PRG4_MOUSE	reviewed	Proteoglycan 4 (Lubricin) (Megakaryocyte-stimulating factor) (Superficial zone proteoglycan) [Cleaved into: Proteoglycan 4 C-terminal part]	Prg4 Msf Szp	Mus musculus (Mouse)	1054
P06879	PRL_MOUSE	reviewed	Prolactin (PRL)	Prl	Mus musculus (Mouse)	226
Q64387	PNOC_MOUSE	reviewed	Prepronociceptin (N23K/N27K) [Cleaved into: Nocistatin; Nociceptin (Orphanin FQ) (PPNOC); Orphanin FQ2]	Pnoc Npnc1	Mus musculus (Mouse)	187
Q9DAZ2	PR2B1_MOUSE	reviewed	Prolactin-2B1 (Placental prolactin-like protein K) (PLP-K) (PRL-like protein K)	Prl2b1 Prlpk	Mus musculus (Mouse)	228
P18121	PR3D1_MOUSE	reviewed	Prolactin-3D1 (Chorionic somatomammotropin hormone 1) (Placental lactogen I) (PL-I)	Prl3d1 Csh1 Pl-1 Pl1	Mus musculus (Mouse)	224
O35257	PR6A1_MOUSE	reviewed	Prolactin-6A1 (Placental prolactin-like protein B) (PLP-B) (PRL-like protein B)	Prl6a1 Prlpb	Mus musculus (Mouse)	230
Q8CE08	PPAP_MOUSE	reviewed	Prostatic acid phosphatase (EC 3.1.3.2) (5'-nucleotidase) (5'-NT) (EC 3.1.3.5) (Ecto-5'-nucleotidase) (Fluoride-resistant acid phosphatase) (FRAP) (Thiamine monophosphatase) (TMPase)	Acpp	Mus musculus (Mouse)	381
P04769	PR7D1_MOUSE	reviewed	Prolactin-7D1 (Proliferin-related protein) (PRP)	Prl7d1 Plfr	Mus musculus (Mouse)	244
Q9DAY2	PR8A6_MOUSE	reviewed	Prolactin-8A6 (Placental prolactin-like protein C1) (PLP-C1) (PRL-like protein C1) (Prolactin-like protein C-alpha) (PLP C-alpha) (Prolactin-like protein C)	Prl8a6 Prlpc Prlpc1	Mus musculus (Mouse)	240
Q80XD8	PRAP1_MOUSE	reviewed	Proline-rich acidic protein 1 (Pregnancy-specific uterine protein) (Uterine-specific proline-rich acidic protein)	Prap1 Upa	Mus musculus (Mouse)	149
Q9QXU7	PROK2_MOUSE	reviewed	Prokineticin-2 (PK2) (Protein Bv8 homolog)	Prok2 Bv8	Mus musculus (Mouse)	128
Q99MS4	PRS29_MOUSE	reviewed	Serine protease 29 (EC 3.4.21.-) (Implantation serine proteinase 2) (ISP-2) (Strypsin-2) (Strypsin-related protein) (Tryptase-like proteinase)	Prss29 Isp2	Mus musculus (Mouse)	279
Q3UKY7	PRS38_MOUSE	reviewed	Serine protease 38 (EC 3.4.21.-) (Marapsin-2)	Prss38 Gm249 Mpn2	Mus musculus (Mouse)	322
Q8K4I7	PRS45_MOUSE	reviewed	Inactive serine protease 45 (Inactive testis serine protease 5) (Trypsin-like protease p98)	Prss45 Tessp5	Mus musculus (Mouse)	317
Q571E5	PRS53_MOUSE	reviewed	Serine protease 53 (EC 3.4.21.-) (Polyserine protease 3) (Polyserase-3)	Prss53	Mus musculus (Mouse)	552
Q6P3Y9	PONL1_MOUSE	reviewed	Podocan-like protein 1	Podnl1 Gm506	Mus musculus (Mouse)	568
O08807	PRDX4_MOUSE	reviewed	Peroxiredoxin-4 (EC 1.11.1.15) (Antioxidant enzyme AOE372) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372)	Prdx4	Mus musculus (Mouse)	274
P05142	PRH1_MOUSE	reviewed	Proline-rich protein HaeIII subfamily 1 (Proline-rich protein MP-2)	Prh1 Prp	Mus musculus (Mouse)	261
P33587	PROC_MOUSE	reviewed	Vitamin K-dependent protein C (EC 3.4.21.69) (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV) [Cleaved into: Vitamin K-dependent protein C light chain; Vitamin K-dependent protein C heavy chain; Activation peptide]	Proc	Mus musculus (Mouse)	460
Q14A28	PROK1_MOUSE	reviewed	Prokineticin-1 (Endocrine-gland-derived vascular endothelial growth factor) (EG-VEGF)	Prok1 Pk1	Mus musculus (Mouse)	105
P11680	PROP_MOUSE	reviewed	Properdin (Complement factor P)	Cfp Pfc	Mus musculus (Mouse)	464
Q08761	PROS_MOUSE	reviewed	Vitamin K-dependent protein S	Pros1 Pros	Mus musculus (Mouse)	675
Q9CQW3	PROZ_MOUSE	reviewed	Vitamin K-dependent protein Z	Proz	Mus musculus (Mouse)	399
Q80WM7	PRS33_MOUSE	reviewed	Serine protease 33 (EC 3.4.21.-) (Tryptase-6) (mT6)	Prss33	Mus musculus (Mouse)	277
Q9ESD1	PRSS8_MOUSE	reviewed	Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]	Prss8 Cap1	Mus musculus (Mouse)	342
O54831	PR7A2_MOUSE	reviewed	Prolactin-7A2 (Placental prolactin-like protein F) (PLP-F) (PRL-like protein F)	Prl7a2 Prlpf	Mus musculus (Mouse)	253
P05143	PRP2_MOUSE	reviewed	Proline-rich protein 2 (Proline-rich protein MP-3)	Prp2 Prh1 Prp	Mus musculus (Mouse)	317
B9EKR1	PRPTZ_MOUSE	reviewed	Receptor-type tyrosine-protein phosphatase zeta (R-PTP-zeta) (EC 3.1.3.48)	Ptprz1	Mus musculus (Mouse)	2312
Q8BJR6	PRS27_MOUSE	reviewed	Serine protease 27 (EC 3.4.21.-) (Marapsin) (Pancreasin)	Prss27 Mpn	Mus musculus (Mouse)	328
Q8BW11	PRS58_MOUSE	reviewed	Putative inactive serine protease 58 (EC 3.4.21.4) (Trypsin-X3)	Prss58 Tryx3	Mus musculus (Mouse)	241
Q80ZC9	PS1C2_MOUSE	reviewed	Psoriasis susceptibility 1 candidate gene 2 protein homolog (Protein SPR1)	Psors1c2 Spr1	Mus musculus (Mouse)	134
P09586	PR3B1_MOUSE	reviewed	Prolactin-3B1 (Chorionic somatomammotropin hormone 2) (Placental lactogen II) (PL-II)	Prl3b1 Csh2 Pl-2 Pl2	Mus musculus (Mouse)	222
Q9JII2	PR5A1_MOUSE	reviewed	Prolactin-5A1 (Placental prolactin-like protein L) (PLP-L) (PRL-like protein L)	Prl5a1 D13Wsu14e Prlpl	Mus musculus (Mouse)	230
Q9JK53	PRELP_MOUSE	reviewed	Prolargin (Proline-arginine-rich end leucine-rich repeat protein)	Prelp	Mus musculus (Mouse)	378
Q9D6X6	PRS23_MOUSE	reviewed	Serine protease 23 (EC 3.4.21.-)	Prss23	Mus musculus (Mouse)	382
Q924N9	PRS28_MOUSE	reviewed	Serine protease 28 (EC 3.4.21.-) (Implantation serine proteinase 1) (ISP-1) (Strypsin) (Tryptase-like proteinase)	Prss28 Isp1	Mus musculus (Mouse)	274
Q9DAA4	PRS37_MOUSE	reviewed	Probable inactive serine protease 37 (Probable inactive trypsin-X2)	Prss37 Tryx2	Mus musculus (Mouse)	237
A6H6T1	PRS40_MOUSE	reviewed	Serine protease 40 (EC 3.4.21.-) (Testicular serine protease 2)	Prss40 Tesp2	Mus musculus (Mouse)	365
Q14B25	PRS48_MOUSE	reviewed	Serine protease 48 (EC 3.4.21.-) (Epidermis-specific serine protease-like protein)	Prss48 Esspl Gm1019	Mus musculus (Mouse)	312
Q7M756	PRS54_MOUSE	reviewed	Inactive serine protease 54 (Plasma kallikrein-like protein 4)	Prss54 Klkbl4	Mus musculus (Mouse)	383
Q14B24	PRS57_MOUSE	reviewed	Serine protease 57 (EC 3.4.21.-) (Serine protease 1-like protein 1)	Prss57 Prssl1	Mus musculus (Mouse)	284
P22858	PTHR_MOUSE	reviewed	Parathyroid hormone-related protein (PTH-rP) (PTHrP) (Parathyroid hormone-like protein) (PLP) [Cleaved into: Osteostatin]	Pthlh Pthrp	Mus musculus (Mouse)	175
P21841	PSPC_MOUSE	reviewed	Pulmonary surfactant-associated protein C (SP-C) (Pulmonary surfactant-associated proteolipid SPL(Val)) (SP5)	Sftpc Sftp2	Mus musculus (Mouse)	193
Q6RUU0	PTX4_MOUSE	reviewed	Pentraxin-4	Ptx4	Mus musculus (Mouse)	478
Q8C0F9	PRS35_MOUSE	reviewed	Inactive serine protease 35	Prss35	Mus musculus (Mouse)	409
O70169	PRS39_MOUSE	reviewed	Inactive serine protease 39 (Inactive testicular serine protease 1)	Prss39 Tesp1	Mus musculus (Mouse)	367
Q8VIF2	PRS42_MOUSE	reviewed	Serine protease 42 (EC 3.4.21.-) (Testis serine protease 2)	Prss42 Tessp2	Mus musculus (Mouse)	335
P63089	PTN_MOUSE	reviewed	Pleiotrophin (PTN) (Heparin-binding brain mitogen) (HBBM) (Heparin-binding growth factor 8) (HBGF-8) (Heparin-binding growth-associated molecule) (HB-GAM) (Heparin-binding neutrophic factor) (HBNF) (Osteoblast-specific factor 1) (OSF-1)	Ptn	Mus musculus (Mouse)	168
P50405	PSPB_MOUSE	reviewed	Pulmonary surfactant-associated protein B (SP-B) (Pulmonary surfactant-associated proteolipid SPL(Phe))	Sftpb Sftp3	Mus musculus (Mouse)	377
O70300	PSPN_MOUSE	reviewed	Persephin (PSP)	Pspn	Mus musculus (Mouse)	156
Q3UQ28	PXDN_MOUSE	reviewed	Peroxidasin homolog (EC 1.11.1.7)	Pxdn Kiaa0230	Mus musculus (Mouse)	1475
O09114	PTGDS_MOUSE	reviewed	Prostaglandin-H2 D-isomerase (EC 5.3.99.2) (Glutathione-independent PGD synthase) (Lipocalin-type prostaglandin-D synthase) (Prostaglandin-D2 synthase) (L-PGDS) (PGD2 synthase) (PGDS2)	Ptgds	Mus musculus (Mouse)	189
Q8BND5	QSOX1_MOUSE	reviewed	Sulfhydryl oxidase 1 (mSOx) (EC 1.8.3.2) (Quiescin Q6) (Skin sulfhydryl oxidase)	Qsox1 Qscn6 Sox	Mus musculus (Mouse)	748
P48759	PTX3_MOUSE	reviewed	Pentraxin-related protein PTX3 (Pentaxin-related protein PTX3) (Tumor necrosis factor-inducible gene 14 protein) (TSG-14)	Ptx3 Tsg14	Mus musculus (Mouse)	381
Q9CYK2	QPCT_MOUSE	reviewed	Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (QC) (Glutaminyl-tRNA cyclotransferase)	Qpct	Mus musculus (Mouse)	362
Q9DD06	RARR2_MOUSE	reviewed	Retinoic acid receptor responder protein 2 (Chemerin)	Rarres2	Mus musculus (Mouse)	162
Q9EPS2	PYY_MOUSE	reviewed	Peptide YY (PYY) (Peptide tyrosine tyrosine) [Cleaved into: Peptide YY(3-36) (PYY-II)]	Pyy	Mus musculus (Mouse)	98
Q61838	PZP_MOUSE	reviewed	Pregnancy zone protein (Alpha-2-macroglobulin) (Alpha-2-M) [Cleaved into: Alpha-2-macroglobulin 165 kDa subunit; Alpha-2-macroglobulin 35 kDa subunit]	Pzp A2m	Mus musculus (Mouse)	1495
Q62151	RAGE_MOUSE	reviewed	Advanced glycosylation end product-specific receptor (Receptor for advanced glycosylation end products)	Ager Rage	Mus musculus (Mouse)	402
O09049	REG3G_MOUSE	reviewed	Regenerating islet-derived protein 3-gamma (REG-3-gamma) (Pancreatitis-associated protein 3) (Regenerating islet-derived protein III-gamma) (Reg III-gamma) [Cleaved into: Regenerating islet-derived protein 3-gamma 16.5 kDa form; Regenerating islet-derived protein 3-gamma 15 kDa form]	Reg3g Pap3	Mus musculus (Mouse)	174
P00796	RENI2_MOUSE	reviewed	Renin-2 (EC 3.4.23.15) (Angiotensinogenase) (Submandibular gland renin) [Cleaved into: Renin-2 heavy chain; Renin-2 light chain]	Ren2 Ren-2	Mus musculus (Mouse)	401
P47932	REL1_MOUSE	reviewed	Prorelaxin 1 [Cleaved into: Relaxin B chain; Relaxin A chain]	Rln1 Rln Rlx	Mus musculus (Mouse)	185
P06281	RENI1_MOUSE	reviewed	Renin-1 (EC 3.4.23.15) (Angiotensinogenase) (Kidney renin)	Ren1 Ren Ren-1	Mus musculus (Mouse)	402
P35230	REG3B_MOUSE	reviewed	Regenerating islet-derived protein 3-beta (REG-3-beta) (Pancreatitis-associated protein 1) (Regenerating islet-derived protein III-beta) (Reg III-beta) [Cleaved into: Regenerating islet-derived protein 3-beta 16.5 kDa form; Regenerating islet-derived protein 3-beta 15 kDa form]	Reg3b Pap Pap1	Mus musculus (Mouse)	175
Q60841	RELN_MOUSE	reviewed	Reelin (EC 3.4.21.-) (Reeler protein)	Reln Rl	Mus musculus (Mouse)	3461
Q9EP95	RETNA_MOUSE	reviewed	Resistin-like alpha (Cysteine-rich secreted protein A12-gamma) (Cysteine-rich secreted protein FIZZ1) (Hypoxia-induced mitogenic factor) (Parasite-induced macrophage novel gene 1 protein) (RELMalpha)	Retnla Fizz1 Himf Pmng1	Mus musculus (Mouse)	111
Q9D8G5	REG4_MOUSE	reviewed	Regenerating islet-derived protein 4 (REG-4)	Reg4	Mus musculus (Mouse)	157
Q8CHK2	REL3_MOUSE	reviewed	Relaxin-3 (Insulin-like peptide INSL7) (Insulin-like peptide 7) (Prorelaxin M3) [Cleaved into: Relaxin-3 B chain; Relaxin-3 A chain]	Rln3 Insl7	Mus musculus (Mouse)	141
P47939	RES18_MOUSE	reviewed	Regulated endocrine-specific protein 18 [Cleaved into: Regulated endocrine-specific protein 18; Triskadecapeptide]	Resp18	Mus musculus (Mouse)	175
Q99P87	RETN_MOUSE	reviewed	Resistin (Adipose tissue-specific secretory factor) (ADSF) (Adipose-specific cysteine-rich secreted protein A12-alpha) (Cysteine-rich secreted protein FIZZ3)	Retn Fizz3	Mus musculus (Mouse)	114
Q920A5	RISC_MOUSE	reviewed	Retinoid-inducible serine carboxypeptidase (EC 3.4.16.-) (Serine carboxypeptidase 1)	Scpep1 Risc	Mus musculus (Mouse)	452
O09037	REG3A_MOUSE	reviewed	Regenerating islet-derived protein 3-alpha (REG-3-alpha) (Islet of Langerhans regenerating protein 3) (Lithostathine 3) (Pancreatitis-associated protein 2) (Regenerating islet-derived protein III-alpha) (Reg III-alpha) [Cleaved into: Regenerating islet-derived protein 3-alpha 16.5 kDa form; Regenerating islet-derived protein 3-alpha 15 kDa form]	Reg3a Pap2	Mus musculus (Mouse)	175
P49194	RET3_MOUSE	reviewed	Retinol-binding protein 3 (Interphotoreceptor retinoid-binding protein) (IRBP) (Interstitial retinol-binding protein)	Rbp3	Mus musculus (Mouse)	1234
Q00724	RET4_MOUSE	reviewed	Retinol-binding protein 4 (Plasma retinol-binding protein) (PRBP) (RBP)	Rbp4	Mus musculus (Mouse)	201
Q99P86	RETNB_MOUSE	reviewed	Resistin-like beta (Cysteine-rich secreted protein A12-beta) (Cysteine-rich secreted protein FIZZ2) (RELMbeta)	Retnlb Fizz2	Mus musculus (Mouse)	105
Q9JJH1	RNAS4_MOUSE	reviewed	Ribonuclease 4 (RNase 4) (EC 3.1.27.-)	Rnase4	Mus musculus (Mouse)	148
P00683	RNAS1_MOUSE	reviewed	Ribonuclease pancreatic (EC 3.1.27.5) (RNase 1) (RNase A)	Rnase1 Rib-1 Rib1 Rns1	Mus musculus (Mouse)	149
Q9D5A9	RNS10_MOUSE	reviewed	Inactive ribonuclease-like protein 10 (Protein Train A)	Rnase10	Mus musculus (Mouse)	208
O88569	ROA2_MOUSE	reviewed	Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1)	Hnrnpa2b1 Hnrpa2b1	Mus musculus (Mouse)	353
P60154	RNAS9_MOUSE	reviewed	Inactive ribonuclease-like protein 9	Rnase9	Mus musculus (Mouse)	184
A7RDN6	RNLS_MOUSE	reviewed	Renalase (EC 1.6.3.5) (Monoamine oxidase-C) (MAO-C) (mMAO-C)	Rnls	Mus musculus (Mouse)	342
Q5GAM8	RNS12_MOUSE	reviewed	Probable inactive ribonuclease-like protein 12	Rnase12	Mus musculus (Mouse)	145
Q5GAM7	RNS13_MOUSE	reviewed	Probable inactive ribonuclease-like protein 13	Rnase13	Mus musculus (Mouse)	153
P97347	RPTN_MOUSE	reviewed	Repetin	Rptn	Mus musculus (Mouse)	1118
Q9CQ01	RNT2_MOUSE	reviewed	Ribonuclease T2 (EC 3.1.27.-) (Ribonuclease 6)	Rnaset2 Rnase6pl	Mus musculus (Mouse)	259
Q5GAM9	RNS11_MOUSE	reviewed	Putative inactive ribonuclease 11 (RNase 11)	Rnase11	Mus musculus (Mouse)	192
Q8BFU0	RSPO2_MOUSE	reviewed	R-spondin-2 (Cysteine-rich and single thrombospondin domain-containing protein 2) (Cristin-2) (mCristin-2) (Roof plate-specific spondin-2)	Rspo2	Mus musculus (Mouse)	243
Q8BJ73	RSPO4_MOUSE	reviewed	R-spondin-4 (Cysteine-rich and single thrombospondin domain-containing protein 4) (Cristin-4) (mCristin-4) (Roof plate-specific spondin-4)	Rspo4	Mus musculus (Mouse)	228
Q2TJ95	RSPO3_MOUSE	reviewed	R-spondin-3 (Cabriolet) (Cysteine-rich and single thrombospondin domain-containing protein 1) (Cristin-1) (Nucleopondin) (Roof plate-specific spondin-3)	Rspo3	Mus musculus (Mouse)	277
Q8BVR6	RSPRY_MOUSE	reviewed	RING finger and SPRY domain-containing protein 1	Rspry1 Kiaa1972	Mus musculus (Mouse)	576
P97352	S10AD_MOUSE	reviewed	Protein S100-A13 (S100 calcium-binding protein A13)	S100a13	Mus musculus (Mouse)	98
Q61207	SAP_MOUSE	reviewed	Prosaposin (Sulfated glycoprotein 1) (SGP-1) [Cleaved into: Saposin-A; Saposin-B-Val; Saposin-B; Saposin-C; Saposin-D]	Psap Sgp1	Mus musculus (Mouse)	557
Q9Z132	RSPO1_MOUSE	reviewed	R-spondin-1 (Cysteine-rich and single thrombospondin domain-containing protein 3) (Cristin-3) (mCristin-3) (Roof plate-specific spondin-1)	Rspo1	Mus musculus (Mouse)	265
Q8C1C1	SAPL1_MOUSE	reviewed	Proactivator polypeptide-like 1 [Cleaved into: Saposin A-like; Saposin B-Val-like; Saposin B-like; Saposin C-like; Saposin D-like]	Psapl1	Mus musculus (Mouse)	522
Q8CIT9	SBSN_MOUSE	reviewed	Suprabasin	Sbsn	Mus musculus (Mouse)	700
Q8QZY4	RTBDN_MOUSE	reviewed	Retbindin	Rtbdn	Mus musculus (Mouse)	247
Q9JI02	S2B20_MOUSE	reviewed	Secretoglobin family 2B member 20 (Allergen dI chain C2C) (Androgen-binding protein delta) (Lacrimal androgen-binding protein delta)	Scgb2b20 Abpd	Mus musculus (Mouse)	112
P04918	SAA3_MOUSE	reviewed	Serum amyloid A-3 protein	Saa3	Mus musculus (Mouse)	122
O88745	SCRG1_MOUSE	reviewed	Scrapie-responsive protein 1 (Scrapie-responsive gene 1 protein) (ScRG-1)	Scrg1	Mus musculus (Mouse)	98
P31725	S10A9_MOUSE	reviewed	Protein S100-A9 (Calgranulin-B) (Leukocyte L1 complex heavy chain) (Migration inhibitory factor-related protein 14) (MRP-14) (p14) (S100 calcium-binding protein A9)	S100a9 Cagb Mrp14	Mus musculus (Mouse)	113
P05366	SAA1_MOUSE	reviewed	Serum amyloid A-1 protein	Saa1	Mus musculus (Mouse)	122
P47867	SCG3_MOUSE	reviewed	Secretogranin-3 (Secretogranin III) (SgIII)	Scg3	Mus musculus (Mouse)	471
P27005	S10A8_MOUSE	reviewed	Protein S100-A8 (Calgranulin-A) (Chemotactic cytokine CP-10) (Leukocyte L1 complex light chain) (Migration inhibitory factor-related protein 8) (MRP-8) (p8) (Pro-inflammatory S100 cytokine) (S100 calcium-binding protein A8)	S100a8 Caga Mrp8	Mus musculus (Mouse)	89
Q7M747	S2B24_MOUSE	reviewed	Secretoglobin family 2B member 24 (Allergen dI chain C2B) (Androgen-binding protein zeta) (Lacrimal androgen-binding protein zeta)	Scgb2b24 Abpz	Mus musculus (Mouse)	112
P05367	SAA2_MOUSE	reviewed	Serum amyloid A-2 protein [Cleaved into: Amyloid protein A (Amyloid fibril protein AA)]	Saa2	Mus musculus (Mouse)	122
P31532	SAA4_MOUSE	reviewed	Serum amyloid A-4 protein (Amyloid A-5 protein)	Saa4 Saa5	Mus musculus (Mouse)	130
D3YXK1	SAMD1_MOUSE	reviewed	Atherin (Sterile alpha motif domain-containing protein 1) (SAM domain-containing protein 1)	Samd1	Mus musculus (Mouse)	519
Q921W8	SCT1A_MOUSE	reviewed	Secreted and transmembrane protein 1A	Sectm1a	Mus musculus (Mouse)	192
O35988	SDC4_MOUSE	reviewed	Syndecan-4 (SYND4) (Ryudocan core protein)	Sdc4	Mus musculus (Mouse)	198
Q9DCT5	SDF2_MOUSE	reviewed	Stromal cell-derived factor 2 (SDF-2)	Sdf2	Mus musculus (Mouse)	211
Q9D9X8	SACA3_MOUSE	reviewed	Sperm acrosome membrane-associated protein 3 (Lysozyme-like protein 3) (Sperm lysozyme-like protein 1) (mSLLP1) [Cleaved into: Sperm acrosome membrane-associated protein 3, membrane form; Sperm acrosome membrane-associated protein 3, processed form]	Spaca3 Lyc3 Lyzl3 Sllp1	Mus musculus (Mouse)	221
P20826	SCF_MOUSE	reviewed	Kit ligand (Hematopoietic growth factor KL) (Mast cell growth factor) (MGF) (Steel factor) (Stem cell factor) (SCF) (c-Kit ligand) [Cleaved into: Soluble KIT ligand (sKITLG)]	Kitlg Kitl Mgf Sl Slf	Mus musculus (Mouse)	273
Q9JJS0	SCUB2_MOUSE	reviewed	Signal peptide, CUB and EGF-like domain-containing protein 2 (Protein CEGP1)	Scube2 Cegp1	Mus musculus (Mouse)	997
Q62177	SEM3B_MOUSE	reviewed	Semaphorin-3B (Semaphorin-A) (Sema A)	Sema3b Sema Semaa	Mus musculus (Mouse)	748
O88632	SEM3F_MOUSE	reviewed	Semaphorin-3F (Semaphorin IV) (Sema IV)	Sema3f	Mus musculus (Mouse)	785
P70274	SEPP1_MOUSE	reviewed	Selenoprotein P (SeP) (Plasma selenoprotein P)	Sepp1 Selp	Mus musculus (Mouse)	380
E9PXB6	SFTA2_MOUSE	reviewed	Surfactant-associated protein 2 (Surfactant-associated protein G)	Sfta2	Mus musculus (Mouse)	77
P12246	SAMP_MOUSE	reviewed	Serum amyloid P-component (SAP)	Apcs Ptx2 Sap	Mus musculus (Mouse)	224
Q3UPR9	SBSPO_MOUSE	reviewed	Somatomedin-B and thrombospondin type-1 domain-containing protein (RPE-spondin)	Sbspon Gm106 Rpesp	Mus musculus (Mouse)	264
Q03517	SCG2_MOUSE	reviewed	Secretogranin-2 (Chromogranin-C) (Secretogranin II) (SgII) [Cleaved into: Secretoneurin (SN); Manserin]	Scg2 Chgc Scg-2	Mus musculus (Mouse)	617
Q6NZL8	SCUB1_MOUSE	reviewed	Signal peptide, CUB and EGF-like domain-containing protein 1	Scube1	Mus musculus (Mouse)	1018
Q08535	SECR_MOUSE	reviewed	Secretin	Sct	Mus musculus (Mouse)	133
O08665	SEM3A_MOUSE	reviewed	Semaphorin-3A (Semaphorin III) (Sema III) (Semaphorin-D) (Sema D)	Sema3a Semad SemD	Mus musculus (Mouse)	772
P70275	SEM3E_MOUSE	reviewed	Semaphorin-3E (Semaphorin-H) (Sema H)	Sema3e Semah Semh	Mus musculus (Mouse)	775
Q4LFA9	SEM3G_MOUSE	reviewed	Semaphorin-3G	Sema3g	Mus musculus (Mouse)	780
P97321	SEPR_MOUSE	reviewed	Prolyl endopeptidase FAP (EC 3.4.21.26) (Dipeptidyl peptidase FAP) (EC 3.4.14.5) (Fibroblast activation protein alpha) (FAPalpha) (Gelatine degradation protease FAP) (EC 3.4.21.-) (Integral membrane serine protease) (Post-proline cleaving enzyme) (Serine integral membrane protease) (SIMP) (Surface-expressed protease) (Seprase) [Cleaved into: Antiplasmin-cleaving enzyme FAP, soluble form (APCE) (EC 3.4.14.5) (EC 3.4.21.-) (EC 3.4.21.26)]	Fap	Mus musculus (Mouse)	761
P97299	SFRP2_MOUSE	reviewed	Secreted frizzled-related protein 2 (sFRP-2) (Protein SDF5) (Secreted apoptosis-related protein 1) (SARP-1)	Sfrp2 Sarp1 Sdf5	Mus musculus (Mouse)	295
Q920H1	SG3A2_MOUSE	reviewed	Secretoglobin family 3A member 2 (Pneumo secretory protein 1) (PnSP-1) (Uteroglobin-related protein 1)	Scgb3a2 Pnsp1 Ugrp1	Mus musculus (Mouse)	139
P16014	SCG1_MOUSE	reviewed	Secretogranin-1 (Chromogranin-B) (CgB) (Secretogranin I) (SgI) [Cleaved into: CCB peptide; PE-11]	Chgb Scg-1 Scg1	Mus musculus (Mouse)	677
Q9JL59	SCT1B_MOUSE	reviewed	Secreted and transmembrane protein 1b (Protein K-12)	Sectm1b K12 Sectm1	Mus musculus (Mouse)	212
Q66PY1	SCUB3_MOUSE	reviewed	Signal peptide, CUB and EGF-like domain-containing protein 3	Scube3	Mus musculus (Mouse)	993
P18828	SDC1_MOUSE	reviewed	Syndecan-1 (SYND1) (CD antigen CD138)	Sdc1 Synd-1 Synd1	Mus musculus (Mouse)	311
O08992	SDCB1_MOUSE	reviewed	Syntenin-1 (Scaffold protein Pbp1) (Syndecan-binding protein 1)	Sdcbp	Mus musculus (Mouse)	299
P40224	SDF1_MOUSE	reviewed	Stromal cell-derived factor 1 (SDF-1) (12-O-tetradecanoylphorbol 13-acetate repressed protein 1) (TPAR1) (C-X-C motif chemokine 12) (Pre-B cell growth-stimulating factor) (PBSF) (Thymic lymphoma cell-stimulating factor) (TLSF)	Cxcl12 Sdf1	Mus musculus (Mouse)	93
Q91WD9	SEGN_MOUSE	reviewed	Secretagogin	Scgn	Mus musculus (Mouse)	276
Q9WU66	SFRP5_MOUSE	reviewed	Secreted frizzled-related protein 5 (sFRP-5)	Sfrp5	Mus musculus (Mouse)	314
Q7M742	SG1C1_MOUSE	reviewed	Secretoglobin family 1C member 1 (Secretoglobin RYD5)	Scgb1c1 Ryd5	Mus musculus (Mouse)	95
P97497	SHBG_MOUSE	reviewed	Sex hormone-binding globulin (SHBG) (Sex steroid-binding protein) (SBP) (Testis-specific androgen-binding protein) (ABP)	Shbg	Mus musculus (Mouse)	403
P54751	SIA4A_MOUSE	reviewed	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 (Alpha 2,3-ST 1) (Beta-galactoside alpha-2,3-sialyltransferase 1) (EC 2.4.99.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (ST3Gal I) (ST3GalI) (ST3GalA.1) (ST3O) (Sialyltransferase 4A) (SIAT4-A)	St3gal1 Siat4 Siat4a	Mus musculus (Mouse)	337
Q80TR4	SLIT1_MOUSE	reviewed	Slit homolog 1 protein (Slit-1)	Slit1 Kiaa0813	Mus musculus (Mouse)	1531
Q9WVB4	SLIT3_MOUSE	reviewed	Slit homolog 3 protein (Slit-3) (Slit3)	Slit3	Mus musculus (Mouse)	1523
Q62181	SEM3C_MOUSE	reviewed	Semaphorin-3C (Semaphorin-E) (Sema E)	Sema3c Semae SemE	Mus musculus (Mouse)	751
